rank,name,link,img_link,Studios,Source,Genres,Popularity,Favorites,type,date,members,score,Watching,Completed,On-Hold,Dropped,Plan_to_Watch,Total,eps,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen,Thriller,Sci-Fi,Historical,Parody,Samurai,Super Power,Space,Mystery,Game,Seinen,Slice of Life,School,Romance,Supernatural,Vampire,Mecha,Sports,Psychological,Josei,Music,Horror,Police,Martial Arts,Demons,Shoujo,Dementia,Harem,Ecchi,Shounen Ai,Cars,Kids,Shoujo Ai
758,Somali to Mori no Kamisama,https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama,https://cdn.myanimelist.net/r/100x140/images/anime/1938/102796.jpg?s=ab67d3e6f52a25f309d9df618b028ac6,Satelight,Web manga,"['Adventure', 'Demons', 'Drama', 'Fantasy', 'Slice of Life']",788,990,TV,Jan 2020 - Mar 2020,174499,7.83,27593,74129,7858,9295,55897,174772,12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
759,Yuusha-Ou GaoGaiGar,https://myanimelist.net/anime/890/Yuusha-Ou_GaoGaiGar,https://cdn.myanimelist.net/r/100x140/images/anime/12/21183.jpg?s=be0a9b0601ed9270490a2fdf1a364f51,Sunrise,Original,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",3916,298,TV,Feb 1997 - Jan 1998,16128,7.83,982,5385,1043,693,8041,16144,49,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,City Hunter 3,https://myanimelist.net/anime/1472/City_Hunter_3,https://cdn.myanimelist.net/r/100x140/images/anime/1147/94393.jpg?s=8d251b0b525b7754f8b9dc8bba41901d,Sunrise,Manga,"['Action', 'Comedy', 'Mystery', 'Shounen']",4153,29,TV,Oct 1989 - Jan 1990,13872,7.83,385,8613,254,210,4447,13909,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Detective Conan Movie 09: Strategy Above the Depths,https://myanimelist.net/anime/1505/Detective_Conan_Movie_09__Strategy_Above_the_Depths,https://cdn.myanimelist.net/r/100x140/images/anime/8/20983.jpg?s=2b246c05369af9cfa325207c7d437f75,TMS Entertainment,Manga,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2600,26,Movie,Apr 2005 - Apr 2005,36257,7.83,314,32696,178,175,2970,36333,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,Detective Conan Movie 12: Full Score of Fear,https://myanimelist.net/anime/4447/Detective_Conan_Movie_12__Full_Score_of_Fear,https://cdn.myanimelist.net/r/100x140/images/anime/6/22766.jpg?s=3cb7685230dce0d10da02fecbf8b76cb,TMS Entertainment,Manga,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",2671,21,Movie,Apr 2008 - Apr 2008,34468,7.83,312,30724,188,190,3119,34533,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
763,Detective Conan Movie 23: The Fist of Blue Sapphire,https://myanimelist.net/anime/38770/Detective_Conan_Movie_23__The_Fist_of_Blue_Sapphire,https://cdn.myanimelist.net/r/100x140/images/anime/1010/98309.jpg?s=7d0d339c8c4f0d51fae503fb2a3811b6,TMS Entertainment,Manga,"['Action', 'Mystery', 'Comedy', 'Police', 'Drama', 'Shounen']",4156,48,Movie,Apr 2019 - Apr 2019,13835,7.83,291,8943,112,97,4419,13862,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
764,Emiya-san Chi no Kyou no Gohan,https://myanimelist.net/anime/37033/Emiya-san_Chi_no_Kyou_no_Gohan,https://cdn.myanimelist.net/r/100x140/images/anime/8/89981.jpg?s=d61549eda2cf62fc6ce62233ff03d21a,ufotable,Manga,"['Slice of Life', 'Comedy']",1598,414,ONA,Jan 2018 - Jan 2019,78807,7.83,12448,36267,4007,2811,23399,78932,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Gakuen Babysitters,https://myanimelist.net/anime/35222/Gakuen_Babysitters,https://cdn.myanimelist.net/r/100x140/images/anime/8/89978.jpg?s=56dc8767c071c9ea0bdb250873744dd9,Brain's Base,Manga,"['Comedy', 'School', 'Shoujo', 'Slice of Life']",973,1267,TV,Jan 2018 - Mar 2018,143471,7.83,11953,88041,4172,4577,35124,143867,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,Innocence,https://myanimelist.net/anime/468/Innocence,https://cdn.myanimelist.net/r/100x140/images/anime/10/75628.jpg?s=783c624998b6e775c153e00fdb460226,Production I.G,Manga,"['Military', 'Sci-Fi', 'Police', 'Psychological', 'Mecha']",1060,847,Movie,Mar 2004 - Mar 2004,130062,7.83,1673,96183,1004,452,30919,130231,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
767,Junjou Romantica OVA,https://myanimelist.net/anime/13767/Junjou_Romantica_OVA,https://cdn.myanimelist.net/r/100x140/images/anime/6/60389.jpg?s=64cbed20d93857508bf913dff9f13966,Studio Deen,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2415,112,OVA,Dec 2012 - Dec 2015,41536,7.83,6575,26024,1360,653,6994,41606,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
768,Kokoro Connect,https://myanimelist.net/anime/11887/Kokoro_Connect,https://cdn.myanimelist.net/r/100x140/images/anime/2/39665.jpg?s=a534c56fc0867bf4f44b4f07b44a35cc,Silver Link.,Light novel,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'School']",154,6914,TV,Jul 2012 - Sep 2012,591236,7.83,26604,375031,16183,15789,159100,592707,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,https://myanimelist.net/anime/33263/Kubikiri_Cycle__Aoiro_Savant_to_Zaregototsukai,https://cdn.myanimelist.net/r/100x140/images/anime/12/81588.jpg?s=3efe4769fb99bbe1ed7f5c2e41c1a8ee,Shaft,Novel,"['Action', 'Mystery', 'Supernatural', 'Drama']",1683,585,OVA,Oct 2016 - Sep 2017,73565,7.83,7410,24503,3556,1833,36354,73656,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Last Exile,https://myanimelist.net/anime/97/Last_Exile,https://cdn.myanimelist.net/r/100x140/images/anime/7/10888.jpg?s=b68978d9d9f1b3ec4e34db2c330e13cb,Gonzo,Original,"['Action', 'Sci-Fi', 'Adventure']",948,1825,TV,Apr 2003 - Sep 2003,146255,7.83,5803,75941,6427,4941,53285,146397,26,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Lucky☆Star: Original na Visual to Animation,https://myanimelist.net/anime/4472/Lucky☆Star__Original_na_Visual_to_Animation,https://cdn.myanimelist.net/r/100x140/images/anime/2/22582.jpg?s=86d9cc7fd906c6dcf8897106e589a502,Kyoto Animation,4-koma manga,"['Comedy', 'Parody', 'School', 'Slice of Life']",1202,240,OVA,Sep 2008 - Sep 2008,113349,7.83,1183,93399,719,500,17663,113464,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Lupin the IIIrd: Jigen Daisuke no Bohyou,https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou,https://cdn.myanimelist.net/r/100x140/images/anime/12/69457.jpg?s=49d81aacdd4e0239e45498f0d42e7e7a,Telecom Animation Film,Manga,"['Action', 'Adventure', 'Drama', 'Seinen']",3644,63,Movie,Jun 2014 - Jun 2014,18993,7.83,517,11324,191,147,6851,19030,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Macross F Movie 1: Itsuwari no Utahime,https://myanimelist.net/anime/5310/Macross_F_Movie_1__Itsuwari_no_Utahime,https://cdn.myanimelist.net/r/100x140/images/anime/2/76397.jpg?s=3d841032a19e32fc9f62f676a6e2e005,Satelight,Original,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",3085,57,Movie,Nov 2009 - Nov 2009,26512,7.83,433,18740,237,200,6921,26531,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
774,Magic Kaito,https://myanimelist.net/anime/8310/Magic_Kaito,https://cdn.myanimelist.net/r/100x140/images/anime/13/46095.jpg?s=63644fb2bc9ab796600c1af055b80227,TMS Entertainment,Manga,"['Adventure', 'Comedy', 'Romance', 'Shounen']",2071,318,Special,Apr 2010 - Dec 2012,53598,7.83,5047,29163,2831,1838,14827,53706,12,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Maria-sama ga Miteru 4th,https://myanimelist.net/anime/3750/Maria-sama_ga_Miteru_4th,https://cdn.myanimelist.net/r/100x140/images/anime/4/75206.jpg?s=ad509cc754318de79a99433f99890724,Studio Deen,Light novel,"['School', 'Shoujo', 'Shoujo Ai', 'Slice of Life']",3768,85,TV,Jan 2009 - Mar 2009,17513,7.83,543,10364,373,381,5880,17541,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
776,Break Blade 3: Kyoujin no Ato,https://myanimelist.net/anime/9252/Break_Blade_3__Kyoujin_no_Ato,https://cdn.myanimelist.net/r/100x140/images/anime/8/68083.jpg?s=fe7a9a485a6ef56eb93e0776e6023b2f,Production I.G,Manga,"['Action', 'Military', 'Fantasy', 'Mecha', 'Shounen']",2065,34,Movie,Sep 2010 - Sep 2010,53846,7.82,452,46171,275,182,6791,53871,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Bungou Stray Dogs: Dead Apple,https://myanimelist.net/anime/34944/Bungou_Stray_Dogs__Dead_Apple,https://cdn.myanimelist.net/r/100x140/images/anime/1127/93981.jpg?s=d01ed094f05c1a4130c119952f3e1b35,Bones,Manga,"['Action', 'Comedy', 'Mystery', 'Super Power', 'Supernatural']",1178,937,Movie,Mar 2018 - Mar 2018,116689,7.82,2384,82891,844,349,30560,117028,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma,https://cdn.myanimelist.net/r/100x140/images/anime/10/89305.jpg?s=0532cefc38981130e13364f53421b1b2,Madhouse,Manga,"['Fantasy', 'Romance', 'Shoujo']",2807,532,OVA,Sep 2017 - Sep 2017,31515,7.82,688,21246,262,214,9119,31529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
779,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,https://myanimelist.net/anime/6768/Code_Geass__Hangyaku_no_Lelouch_R2_Special_Edition_-_Zero_Requiem,https://cdn.myanimelist.net/r/100x140/images/anime/7/15968.jpg?s=6cee0c922cddec0e43cdeed6b67c3da6,Sunrise,Original,"['Action', 'Military', 'Super Power', 'Mecha']",2511,117,OVA,Jul 2009 - Jul 2009,38563,7.82,822,25060,500,477,11756,38615,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Ghost Hunt,https://myanimelist.net/anime/1571/Ghost_Hunt,https://cdn.myanimelist.net/r/100x140/images/anime/11/73908.jpg?s=052314acb4ec1d8e74acbc0c026e8aae,J.C.Staff,Light novel,"['Mystery', 'Comedy', 'Horror', 'Supernatural', 'Shoujo']",721,2942,TV,Oct 2006 - Mar 2007,188561,7.82,7892,104602,6994,6783,62540,188811,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
781,Kyou kara Maou! 3rd Series,https://myanimelist.net/anime/4080/Kyou_kara_Maou_3rd_Series,https://cdn.myanimelist.net/r/100x140/images/anime/7/22639.jpg?s=c6fc0ed71750bbfadb537a3474fb3099,Studio Deen,Light novel,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",2997,140,TV,Apr 2008 - Feb 2009,27746,7.82,1951,14939,1592,890,8403,27775,39,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
782,Love Live! School Idol Project 2nd Season,https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/10/59101.jpg?s=16a907d26223ac1ef1de92d6b05de430,Sunrise,Other,"['Music', 'School', 'Slice of Life']",691,2876,TV,Apr 2014 - Jun 2014,195861,7.82,7813,149061,4288,3572,31412,196146,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
783,Mobile Suit Gundam Wing: Endless Waltz Movie,https://myanimelist.net/anime/2273/Mobile_Suit_Gundam_Wing__Endless_Waltz_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1/2507.jpg?s=41e86c2e70a5a9cff1da0778fe9efbfc,Sunrise,Original,"['Action', 'Space', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",2199,202,Movie,Aug 1998 - Aug 1998,48946,7.82,457,42579,255,201,5501,48993,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Neko no Ongaeshi,https://myanimelist.net/anime/597/Neko_no_Ongaeshi,https://cdn.myanimelist.net/r/100x140/images/anime/1/597.jpg?s=dfbbc61e11fb96bc88be47901183e362,Studio Ghibli,Other,"['Adventure', 'Drama', 'Fantasy']",776,993,Movie,Jul 2002 - Jul 2002,176444,7.82,1768,146166,776,309,27979,176998,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Sekaiichi Hatsukoi,https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi,https://cdn.myanimelist.net/r/100x140/images/anime/6/29763.jpg?s=ba403b65917019956ce820f581313a38,Studio Deen,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",841,3317,TV,Apr 2011 - Jun 2011,164853,7.82,5999,129567,2863,4206,22489,165124,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
786,Shiki Specials,https://myanimelist.net/anime/10083/Shiki_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/3/36543.jpg?s=7d34728222bdda8799f9c9ceda94820f,Daume,Light novel,"['Mystery', 'Horror', 'Supernatural', 'Thriller', 'Vampire']",1967,88,Special,May 2011 - Jun 2011,58136,7.82,830,46110,492,259,10524,58215,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,Shingeki no Kyojin OVA,https://myanimelist.net/anime/18397/Shingeki_no_Kyojin_OVA,https://cdn.myanimelist.net/r/100x140/images/anime/9/59221.jpg?s=bed4e3eca05baa4f6150686192e58e2b,Wit Studio,Manga,"['Action', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",486,885,OVA,Dec 2013 - Aug 2014,268852,7.82,11966,213099,5961,2092,36455,269573,3,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Tentai Senshi Sunred,https://myanimelist.net/anime/5005/Tentai_Senshi_Sunred,https://cdn.myanimelist.net/r/100x140/images/anime/11/11740.jpg?s=ed2db62ece1c719f1818c8e6a00360a4,AIC ASTA,Manga,"['Comedy', 'Parody', 'Super Power', 'Seinen']",3649,199,TV,Oct 2008 - Mar 2009,18936,7.82,1112,6332,1041,1068,9408,18961,26,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,The Everlasting Guilty Crown,https://myanimelist.net/anime/17949/The_Everlasting_Guilty_Crown,https://cdn.myanimelist.net/r/100x140/images/anime/12/47807.jpg?s=dddf565ed42b4ed10e69f951e5b42f62,add some,Unknown,['Music'],3043,72,Music,Mar 2012 - Mar 2012,27077,7.82,657,20833,222,334,5068,27114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
790,Tiger & Bunny Movie 2: The Rising,https://myanimelist.net/anime/12017/Tiger___Bunny_Movie_2__The_Rising,https://cdn.myanimelist.net/r/100x140/images/anime/9/56915.jpg?s=fa381fb4962d9fc815d283aa8264b4c6,Sunrise,Original,"['Action', 'Mystery', 'Comedy', 'Super Power']",3310,46,Movie,Feb 2014 - Feb 2014,22912,7.82,370,12593,201,148,9619,22931,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Tokyo Ghoul,https://myanimelist.net/anime/22319/Tokyo_Ghoul,https://cdn.myanimelist.net/r/100x140/images/anime/5/64449.jpg?s=3e61ef9e0d1c9f44c25db6e3543d0674,Studio Pierrot,Manga,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",6,41469,TV,Jul 2014 - Sep 2014,1714768,7.82,68259,1447838,21822,35218,146366,1719503,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
792,Urusei Yatsura Movie 2: Beautiful Dreamer,https://myanimelist.net/anime/1921/Urusei_Yatsura_Movie_2__Beautiful_Dreamer,https://cdn.myanimelist.net/r/100x140/images/anime/3/78231.jpg?s=25b50df388f85708c9558afa8c464d4a,Studio Pierrot,Manga,"['Action', 'Adventure', 'Comedy', 'Romance', 'Drama', 'Sci-Fi']",4380,181,Movie,Feb 1984 - Feb 1984,12306,7.82,296,7444,144,144,4306,12334,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Wolf's Rain,https://myanimelist.net/anime/202/Wolfs_Rain,https://cdn.myanimelist.net/r/100x140/images/anime/5/59403.jpg?s=b39c4996cab07242da65d1ea0f377ea8,Bones,Original,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",497,5592,TV,Jan 2003 - Jul 2003,261225,7.82,12436,132394,14615,11579,90628,261652,26,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii,https://cdn.myanimelist.net/r/100x140/images/anime/9/86480.jpg?s=50e107b642b3a00c8a2c96007f949646,Studio Gokumi,Light novel,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",4632,23,Movie,Apr 2017 - Apr 2017,10736,7.82,385,5338,167,140,4715,10745,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Toshokan Sensou: Kakumei no Tsubasa,https://myanimelist.net/anime/11001/Toshokan_Sensou__Kakumei_no_Tsubasa,https://cdn.myanimelist.net/r/100x140/images/anime/9/39273.jpg?s=cbc80efe9515ebe7ba8fe5a5ee21e34c,Production I.G,Novel,"['Action', 'Comedy', 'Military', 'Romance']",3621,37,Movie,Jun 2012 - Jun 2012,19207,7.81,601,9291,268,213,8864,19237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Yuukoku no Moriarty,https://myanimelist.net/anime/40911/Yuukoku_no_Moriarty,https://cdn.myanimelist.net/r/100x140/images/anime/1464/108330.jpg?s=a2dbccb1fa946bdc2afb61eb6d2a90f8,Production I.G,Manga,"['Mystery', 'Historical', 'Psychological', 'Shounen']",1592,347,TV,Oct 2020 -,79256,7.81,41245,11,937,1240,35777,79210,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Zan Sayonara Zetsubou Sensei Bangaichi,https://myanimelist.net/anime/7044/Zan_Sayonara_Zetsubou_Sensei_Bangaichi,https://cdn.myanimelist.net/r/100x140/images/anime/9/17699.jpg?s=a61c1f1df7d2c95cc467467dc268ece0,Shaft,Manga,"['Comedy', 'Parody', 'School', 'Shounen']",2711,36,OVA,Nov 2009 - Feb 2010,33584,7.81,710,19834,492,242,12349,33627,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Aggressive Retsuko (ONA) 2nd Season,https://myanimelist.net/anime/37985/Aggressive_Retsuko_ONA_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1739/101117.jpg?s=40c7b0a7c36ca9c63a8e58c94eff12ce,Fanworks,Other,"['Comedy', 'Slice of Life']",1959,169,ONA,Jun 2019 - Jun 2019,58389,7.81,1681,49001,580,322,6955,58539,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Densetsu Kyojin Ideon: Hatsudou-hen,https://myanimelist.net/anime/2761/Densetsu_Kyojin_Ideon__Hatsudou-hen,https://cdn.myanimelist.net/r/100x140/images/anime/1146/91266.jpg?s=f444b202b917ff940b077c010ec751e5,Sunrise,Original,"['Sci-Fi', 'Space', 'Drama', 'Mecha']",5792,115,Movie,Jul 1982 - Jul 1982,6190,7.81,147,2956,65,103,2941,6212,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Ginga Tetsudou 999,https://myanimelist.net/anime/1491/Ginga_Tetsudou_999,https://cdn.myanimelist.net/r/100x140/images/anime/7/27801.jpg?s=cb5dde0259666dc70ba96db63bffb5f1,Toei Animation,Manga,"['Sci-Fi', 'Adventure', 'Space', 'Drama']",3213,343,TV,Sep 1978 - Apr 1981,24516,7.81,2100,4820,2091,1209,14352,24572,113,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Gundam Build Fighters,https://myanimelist.net/anime/19319/Gundam_Build_Fighters,https://cdn.myanimelist.net/r/100x140/images/anime/7/51815.jpg?s=ce60d0cc80f6d8eb55f6efb5b4131a60,Sunrise,Original,"['Action', 'Sci-Fi', 'Mecha']",1996,587,TV,Oct 2013 - Mar 2014,56893,7.81,3370,36651,2022,2471,12456,56970,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,Akagami no Shirayuki-hime,https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime,https://cdn.myanimelist.net/r/100x140/images/anime/10/75764.jpg?s=7e2998e1a7ce55f608f3274313261876,Bones,Manga,"['Fantasy', 'Romance', 'Drama', 'Shoujo']",276,5257,TV,Jul 2015 - Sep 2015,421079,7.8,24852,265451,15288,16332,99980,421903,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
803,Bleach,https://myanimelist.net/anime/269/Bleach,https://cdn.myanimelist.net/r/100x140/images/anime/3/40451.jpg?s=ae66c4f8a3386d71d45d5f8eaff6c59e,Studio Pierrot,Manga,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",31,51609,TV,Oct 2004 - Mar 2012,1197964,7.8,196258,598539,122481,166914,117893,1202085,366,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Chuan Shu Zijiu Zhinan,https://myanimelist.net/anime/38990/Chuan_Shu_Zijiu_Zhinan,https://cdn.myanimelist.net/r/100x140/images/anime/1367/109171.jpg?s=9b24b23e7d35028903aae806521604e0,Djinn Power,Novel,"['Historical', 'Demons', 'Supernatural', 'Drama']",6434,144,ONA,Sep 2020 - Oct 2020,4737,7.8,1108,1347,41,74,2167,4737,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
805,Detective Conan Movie 22: Zero The Enforcer,https://myanimelist.net/anime/35798/Detective_Conan_Movie_22__Zero_The_Enforcer,https://cdn.myanimelist.net/r/100x140/images/anime/12/90104.jpg?s=fd799f4a1d6ccf9d2c2e87f64826993b,TMS Entertainment,Manga,"['Action', 'Drama', 'Mystery', 'Police']",3902,60,Movie,Apr 2018 - Apr 2018,16279,7.8,343,11487,120,129,4230,16309,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
